occurrence_id,pair_id,side,rfw_group,fold_index,official_index,is_genuine
rfw:asian:fold07:pair556:left,rfw:asian:fold07:pair556,left,Asian,7,4756,False
rfw:asian:fold07:pair556:right,rfw:asian:fold07:pair556,right,Asian,7,4756,False
rfw:asian:fold07:pair557:left,rfw:asian:fold07:pair557,left,Asian,7,4757,False
rfw:asian:fold07:pair557:right,rfw:asian:fold07:pair557,right,Asian,7,4757,False
rfw:asian:fold07:pair558:left,rfw:asian:fold07:pair558,left,Asian,7,4758,False
rfw:asian:fold07:pair558:right,rfw:asian:fold07:pair558,right,Asian,7,4758,False
rfw:asian:fold07:pair559:left,rfw:asian:fold07:pair559,left,Asian,7,4759,False
rfw:asian:fold07:pair559:right,rfw:asian:fold07:pair559,right,Asian,7,4759,False
rfw:asian:fold07:pair560:left,rfw:asian:fold07:pair560,left,Asian,7,4760,False
rfw:asian:fold07:pair560:right,rfw:asian:fold07:pair560,right,Asian,7,4760,False
rfw:asian:fold07:pair561:left,rfw:asian:fold07:pair561,left,Asian,7,4761,False
rfw:asian:fold07:pair561:right,rfw:asian:fold07:pair561,right,Asian,7,4761,False
rfw:asian:fold07:pair562:left,rfw:asian:fold07:pair562,left,Asian,7,4762,False
rfw:asian:fold07:pair562:right,rfw:asian:fold07:pair562,right,Asian,7,4762,False
rfw:asian:fold07:pair563:left,rfw:asian:fold07:pair563,left,Asian,7,4763,False
rfw:asian:fold07:pair563:right,rfw:asian:fold07:pair563,right,Asian,7,4763,False
rfw:asian:fold07:pair564:left,rfw:asian:fold07:pair564,left,Asian,7,4764,False
rfw:asian:fold07:pair564:right,rfw:asian:fold07:pair564,right,Asian,7,4764,False
rfw:asian:fold07:pair565:left,rfw:asian:fold07:pair565,left,Asian,7,4765,False
rfw:asian:fold07:pair565:right,rfw:asian:fold07:pair565,right,Asian,7,4765,False
rfw:asian:fold07:pair566:left,rfw:asian:fold07:pair566,left,Asian,7,4766,False
rfw:asian:fold07:pair566:right,rfw:asian:fold07:pair566,right,Asian,7,4766,False
rfw:asian:fold07:pair567:left,rfw:asian:fold07:pair567,left,Asian,7,4767,False
rfw:asian:fold07:pair567:right,rfw:asian:fold07:pair567,right,Asian,7,4767,False
rfw:asian:fold07:pair568:left,rfw:asian:fold07:pair568,left,Asian,7,4768,False
rfw:asian:fold07:pair568:right,rfw:asian:fold07:pair568,right,Asian,7,4768,False
rfw:asian:fold07:pair569:left,rfw:asian:fold07:pair569,left,Asian,7,4769,False
rfw:asian:fold07:pair569:right,rfw:asian:fold07:pair569,right,Asian,7,4769,False
rfw:asian:fold07:pair570:left,rfw:asian:fold07:pair570,left,Asian,7,4770,False
rfw:asian:fold07:pair570:right,rfw:asian:fold07:pair570,right,Asian,7,4770,False
rfw:asian:fold07:pair571:left,rfw:asian:fold07:pair571,left,Asian,7,4771,False
rfw:asian:fold07:pair571:right,rfw:asian:fold07:pair571,right,Asian,7,4771,False
rfw:asian:fold07:pair572:left,rfw:asian:fold07:pair572,left,Asian,7,4772,False
rfw:asian:fold07:pair572:right,rfw:asian:fold07:pair572,right,Asian,7,4772,False
rfw:asian:fold07:pair573:left,rfw:asian:fold07:pair573,left,Asian,7,4773,False
rfw:asian:fold07:pair573:right,rfw:asian:fold07:pair573,right,Asian,7,4773,False
rfw:asian:fold07:pair574:left,rfw:asian:fold07:pair574,left,Asian,7,4774,False
rfw:asian:fold07:pair574:right,rfw:asian:fold07:pair574,right,Asian,7,4774,False
rfw:asian:fold07:pair575:left,rfw:asian:fold07:pair575,left,Asian,7,4775,False
rfw:asian:fold07:pair575:right,rfw:asian:fold07:pair575,right,Asian,7,4775,False
rfw:asian:fold07:pair576:left,rfw:asian:fold07:pair576,left,Asian,7,4776,False
rfw:asian:fold07:pair576:right,rfw:asian:fold07:pair576,right,Asian,7,4776,False
rfw:asian:fold07:pair577:left,rfw:asian:fold07:pair577,left,Asian,7,4777,False
rfw:asian:fold07:pair577:right,rfw:asian:fold07:pair577,right,Asian,7,4777,False
rfw:asian:fold07:pair578:left,rfw:asian:fold07:pair578,left,Asian,7,4778,False
rfw:asian:fold07:pair578:right,rfw:asian:fold07:pair578,right,Asian,7,4778,False
rfw:asian:fold07:pair579:left,rfw:asian:fold07:pair579,left,Asian,7,4779,False
rfw:asian:fold07:pair579:right,rfw:asian:fold07:pair579,right,Asian,7,4779,False
rfw:asian:fold07:pair580:left,rfw:asian:fold07:pair580,left,Asian,7,4780,False
rfw:asian:fold07:pair580:right,rfw:asian:fold07:pair580,right,Asian,7,4780,False
rfw:asian:fold07:pair581:left,rfw:asian:fold07:pair581,left,Asian,7,4781,False
rfw:asian:fold07:pair581:right,rfw:asian:fold07:pair581,right,Asian,7,4781,False
rfw:asian:fold07:pair582:left,rfw:asian:fold07:pair582,left,Asian,7,4782,False
rfw:asian:fold07:pair582:right,rfw:asian:fold07:pair582,right,Asian,7,4782,False
rfw:asian:fold07:pair583:left,rfw:asian:fold07:pair583,left,Asian,7,4783,False
rfw:asian:fold07:pair583:right,rfw:asian:fold07:pair583,right,Asian,7,4783,False
rfw:asian:fold07:pair584:left,rfw:asian:fold07:pair584,left,Asian,7,4784,False
rfw:asian:fold07:pair584:right,rfw:asian:fold07:pair584,right,Asian,7,4784,False
rfw:asian:fold07:pair585:left,rfw:asian:fold07:pair585,left,Asian,7,4785,False
rfw:asian:fold07:pair585:right,rfw:asian:fold07:pair585,right,Asian,7,4785,False
rfw:asian:fold07:pair586:left,rfw:asian:fold07:pair586,left,Asian,7,4786,False
rfw:asian:fold07:pair586:right,rfw:asian:fold07:pair586,right,Asian,7,4786,False
rfw:asian:fold07:pair587:left,rfw:asian:fold07:pair587,left,Asian,7,4787,False
rfw:asian:fold07:pair587:right,rfw:asian:fold07:pair587,right,Asian,7,4787,False
rfw:asian:fold07:pair588:left,rfw:asian:fold07:pair588,left,Asian,7,4788,False
rfw:asian:fold07:pair588:right,rfw:asian:fold07:pair588,right,Asian,7,4788,False
rfw:asian:fold07:pair589:left,rfw:asian:fold07:pair589,left,Asian,7,4789,False
rfw:asian:fold07:pair589:right,rfw:asian:fold07:pair589,right,Asian,7,4789,False
rfw:asian:fold07:pair590:left,rfw:asian:fold07:pair590,left,Asian,7,4790,False
rfw:asian:fold07:pair590:right,rfw:asian:fold07:pair590,right,Asian,7,4790,False
rfw:asian:fold07:pair591:left,rfw:asian:fold07:pair591,left,Asian,7,4791,False
rfw:asian:fold07:pair591:right,rfw:asian:fold07:pair591,right,Asian,7,4791,False
rfw:asian:fold07:pair592:left,rfw:asian:fold07:pair592,left,Asian,7,4792,False
rfw:asian:fold07:pair592:right,rfw:asian:fold07:pair592,right,Asian,7,4792,False
rfw:asian:fold07:pair593:left,rfw:asian:fold07:pair593,left,Asian,7,4793,False
rfw:asian:fold07:pair593:right,rfw:asian:fold07:pair593,right,Asian,7,4793,False
rfw:asian:fold07:pair594:left,rfw:asian:fold07:pair594,left,Asian,7,4794,False
rfw:asian:fold07:pair594:right,rfw:asian:fold07:pair594,right,Asian,7,4794,False
rfw:asian:fold07:pair595:left,rfw:asian:fold07:pair595,left,Asian,7,4795,False
rfw:asian:fold07:pair595:right,rfw:asian:fold07:pair595,right,Asian,7,4795,False
rfw:asian:fold07:pair596:left,rfw:asian:fold07:pair596,left,Asian,7,4796,False
rfw:asian:fold07:pair596:right,rfw:asian:fold07:pair596,right,Asian,7,4796,False
rfw:asian:fold07:pair597:left,rfw:asian:fold07:pair597,left,Asian,7,4797,False
rfw:asian:fold07:pair597:right,rfw:asian:fold07:pair597,right,Asian,7,4797,False
rfw:asian:fold07:pair598:left,rfw:asian:fold07:pair598,left,Asian,7,4798,False
rfw:asian:fold07:pair598:right,rfw:asian:fold07:pair598,right,Asian,7,4798,False
rfw:asian:fold07:pair599:left,rfw:asian:fold07:pair599,left,Asian,7,4799,False
rfw:asian:fold07:pair599:right,rfw:asian:fold07:pair599,right,Asian,7,4799,False
rfw:asian:fold08:pair000:left,rfw:asian:fold08:pair000,left,Asian,8,4800,True
rfw:asian:fold08:pair000:right,rfw:asian:fold08:pair000,right,Asian,8,4800,True
rfw:asian:fold08:pair001:left,rfw:asian:fold08:pair001,left,Asian,8,4801,True
rfw:asian:fold08:pair001:right,rfw:asian:fold08:pair001,right,Asian,8,4801,True
rfw:asian:fold08:pair002:left,rfw:asian:fold08:pair002,left,Asian,8,4802,True
rfw:asian:fold08:pair002:right,rfw:asian:fold08:pair002,right,Asian,8,4802,True
rfw:asian:fold08:pair003:left,rfw:asian:fold08:pair003,left,Asian,8,4803,True
rfw:asian:fold08:pair003:right,rfw:asian:fold08:pair003,right,Asian,8,4803,True
rfw:asian:fold08:pair004:left,rfw:asian:fold08:pair004,left,Asian,8,4804,True
rfw:asian:fold08:pair004:right,rfw:asian:fold08:pair004,right,Asian,8,4804,True
rfw:asian:fold08:pair005:left,rfw:asian:fold08:pair005,left,Asian,8,4805,True
rfw:asian:fold08:pair005:right,rfw:asian:fold08:pair005,right,Asian,8,4805,True
rfw:asian:fold08:pair006:left,rfw:asian:fold08:pair006,left,Asian,8,4806,True
rfw:asian:fold08:pair006:right,rfw:asian:fold08:pair006,right,Asian,8,4806,True
rfw:asian:fold08:pair007:left,rfw:asian:fold08:pair007,left,Asian,8,4807,True
rfw:asian:fold08:pair007:right,rfw:asian:fold08:pair007,right,Asian,8,4807,True
rfw:asian:fold08:pair008:left,rfw:asian:fold08:pair008,left,Asian,8,4808,True
rfw:asian:fold08:pair008:right,rfw:asian:fold08:pair008,right,Asian,8,4808,True
rfw:asian:fold08:pair009:left,rfw:asian:fold08:pair009,left,Asian,8,4809,True
rfw:asian:fold08:pair009:right,rfw:asian:fold08:pair009,right,Asian,8,4809,True
rfw:asian:fold08:pair010:left,rfw:asian:fold08:pair010,left,Asian,8,4810,True
rfw:asian:fold08:pair010:right,rfw:asian:fold08:pair010,right,Asian,8,4810,True
rfw:asian:fold08:pair011:left,rfw:asian:fold08:pair011,left,Asian,8,4811,True
rfw:asian:fold08:pair011:right,rfw:asian:fold08:pair011,right,Asian,8,4811,True
rfw:asian:fold08:pair012:left,rfw:asian:fold08:pair012,left,Asian,8,4812,True
rfw:asian:fold08:pair012:right,rfw:asian:fold08:pair012,right,Asian,8,4812,True
rfw:asian:fold08:pair013:left,rfw:asian:fold08:pair013,left,Asian,8,4813,True
rfw:asian:fold08:pair013:right,rfw:asian:fold08:pair013,right,Asian,8,4813,True
rfw:asian:fold08:pair014:left,rfw:asian:fold08:pair014,left,Asian,8,4814,True
rfw:asian:fold08:pair014:right,rfw:asian:fold08:pair014,right,Asian,8,4814,True
rfw:asian:fold08:pair015:left,rfw:asian:fold08:pair015,left,Asian,8,4815,True
rfw:asian:fold08:pair015:right,rfw:asian:fold08:pair015,right,Asian,8,4815,True
rfw:asian:fold08:pair016:left,rfw:asian:fold08:pair016,left,Asian,8,4816,True
rfw:asian:fold08:pair016:right,rfw:asian:fold08:pair016,right,Asian,8,4816,True
rfw:asian:fold08:pair017:left,rfw:asian:fold08:pair017,left,Asian,8,4817,True
rfw:asian:fold08:pair017:right,rfw:asian:fold08:pair017,right,Asian,8,4817,True
rfw:asian:fold08:pair018:left,rfw:asian:fold08:pair018,left,Asian,8,4818,True
rfw:asian:fold08:pair018:right,rfw:asian:fold08:pair018,right,Asian,8,4818,True
rfw:asian:fold08:pair019:left,rfw:asian:fold08:pair019,left,Asian,8,4819,True
rfw:asian:fold08:pair019:right,rfw:asian:fold08:pair019,right,Asian,8,4819,True
rfw:asian:fold08:pair020:left,rfw:asian:fold08:pair020,left,Asian,8,4820,True
rfw:asian:fold08:pair020:right,rfw:asian:fold08:pair020,right,Asian,8,4820,True
rfw:asian:fold08:pair021:left,rfw:asian:fold08:pair021,left,Asian,8,4821,True
rfw:asian:fold08:pair021:right,rfw:asian:fold08:pair021,right,Asian,8,4821,True
rfw:asian:fold08:pair022:left,rfw:asian:fold08:pair022,left,Asian,8,4822,True
rfw:asian:fold08:pair022:right,rfw:asian:fold08:pair022,right,Asian,8,4822,True
rfw:asian:fold08:pair023:left,rfw:asian:fold08:pair023,left,Asian,8,4823,True
rfw:asian:fold08:pair023:right,rfw:asian:fold08:pair023,right,Asian,8,4823,True
rfw:asian:fold08:pair024:left,rfw:asian:fold08:pair024,left,Asian,8,4824,True
rfw:asian:fold08:pair024:right,rfw:asian:fold08:pair024,right,Asian,8,4824,True
rfw:asian:fold08:pair025:left,rfw:asian:fold08:pair025,left,Asian,8,4825,True
rfw:asian:fold08:pair025:right,rfw:asian:fold08:pair025,right,Asian,8,4825,True
rfw:asian:fold08:pair026:left,rfw:asian:fold08:pair026,left,Asian,8,4826,True
rfw:asian:fold08:pair026:right,rfw:asian:fold08:pair026,right,Asian,8,4826,True
rfw:asian:fold08:pair027:left,rfw:asian:fold08:pair027,left,Asian,8,4827,True
rfw:asian:fold08:pair027:right,rfw:asian:fold08:pair027,right,Asian,8,4827,True
rfw:asian:fold08:pair028:left,rfw:asian:fold08:pair028,left,Asian,8,4828,True
rfw:asian:fold08:pair028:right,rfw:asian:fold08:pair028,right,Asian,8,4828,True
rfw:asian:fold08:pair029:left,rfw:asian:fold08:pair029,left,Asian,8,4829,True
rfw:asian:fold08:pair029:right,rfw:asian:fold08:pair029,right,Asian,8,4829,True
rfw:asian:fold08:pair030:left,rfw:asian:fold08:pair030,left,Asian,8,4830,True
rfw:asian:fold08:pair030:right,rfw:asian:fold08:pair030,right,Asian,8,4830,True
rfw:asian:fold08:pair031:left,rfw:asian:fold08:pair031,left,Asian,8,4831,True
rfw:asian:fold08:pair031:right,rfw:asian:fold08:pair031,right,Asian,8,4831,True
rfw:asian:fold08:pair032:left,rfw:asian:fold08:pair032,left,Asian,8,4832,True
rfw:asian:fold08:pair032:right,rfw:asian:fold08:pair032,right,Asian,8,4832,True
rfw:asian:fold08:pair033:left,rfw:asian:fold08:pair033,left,Asian,8,4833,True
rfw:asian:fold08:pair033:right,rfw:asian:fold08:pair033,right,Asian,8,4833,True
rfw:asian:fold08:pair034:left,rfw:asian:fold08:pair034,left,Asian,8,4834,True
rfw:asian:fold08:pair034:right,rfw:asian:fold08:pair034,right,Asian,8,4834,True
rfw:asian:fold08:pair035:left,rfw:asian:fold08:pair035,left,Asian,8,4835,True
rfw:asian:fold08:pair035:right,rfw:asian:fold08:pair035,right,Asian,8,4835,True
rfw:asian:fold08:pair036:left,rfw:asian:fold08:pair036,left,Asian,8,4836,True
rfw:asian:fold08:pair036:right,rfw:asian:fold08:pair036,right,Asian,8,4836,True
rfw:asian:fold08:pair037:left,rfw:asian:fold08:pair037,left,Asian,8,4837,True
rfw:asian:fold08:pair037:right,rfw:asian:fold08:pair037,right,Asian,8,4837,True
rfw:asian:fold08:pair038:left,rfw:asian:fold08:pair038,left,Asian,8,4838,True
rfw:asian:fold08:pair038:right,rfw:asian:fold08:pair038,right,Asian,8,4838,True
rfw:asian:fold08:pair039:left,rfw:asian:fold08:pair039,left,Asian,8,4839,True
rfw:asian:fold08:pair039:right,rfw:asian:fold08:pair039,right,Asian,8,4839,True
rfw:asian:fold08:pair040:left,rfw:asian:fold08:pair040,left,Asian,8,4840,True
rfw:asian:fold08:pair040:right,rfw:asian:fold08:pair040,right,Asian,8,4840,True
rfw:asian:fold08:pair041:left,rfw:asian:fold08:pair041,left,Asian,8,4841,True
rfw:asian:fold08:pair041:right,rfw:asian:fold08:pair041,right,Asian,8,4841,True
rfw:asian:fold08:pair042:left,rfw:asian:fold08:pair042,left,Asian,8,4842,True
rfw:asian:fold08:pair042:right,rfw:asian:fold08:pair042,right,Asian,8,4842,True
rfw:asian:fold08:pair043:left,rfw:asian:fold08:pair043,left,Asian,8,4843,True
rfw:asian:fold08:pair043:right,rfw:asian:fold08:pair043,right,Asian,8,4843,True
rfw:asian:fold08:pair044:left,rfw:asian:fold08:pair044,left,Asian,8,4844,True
rfw:asian:fold08:pair044:right,rfw:asian:fold08:pair044,right,Asian,8,4844,True
rfw:asian:fold08:pair045:left,rfw:asian:fold08:pair045,left,Asian,8,4845,True
rfw:asian:fold08:pair045:right,rfw:asian:fold08:pair045,right,Asian,8,4845,True
rfw:asian:fold08:pair046:left,rfw:asian:fold08:pair046,left,Asian,8,4846,True
rfw:asian:fold08:pair046:right,rfw:asian:fold08:pair046,right,Asian,8,4846,True
rfw:asian:fold08:pair047:left,rfw:asian:fold08:pair047,left,Asian,8,4847,True
rfw:asian:fold08:pair047:right,rfw:asian:fold08:pair047,right,Asian,8,4847,True
rfw:asian:fold08:pair048:left,rfw:asian:fold08:pair048,left,Asian,8,4848,True
rfw:asian:fold08:pair048:right,rfw:asian:fold08:pair048,right,Asian,8,4848,True
rfw:asian:fold08:pair049:left,rfw:asian:fold08:pair049,left,Asian,8,4849,True
rfw:asian:fold08:pair049:right,rfw:asian:fold08:pair049,right,Asian,8,4849,True
rfw:asian:fold08:pair050:left,rfw:asian:fold08:pair050,left,Asian,8,4850,True
rfw:asian:fold08:pair050:right,rfw:asian:fold08:pair050,right,Asian,8,4850,True
rfw:asian:fold08:pair051:left,rfw:asian:fold08:pair051,left,Asian,8,4851,True
rfw:asian:fold08:pair051:right,rfw:asian:fold08:pair051,right,Asian,8,4851,True
rfw:asian:fold08:pair052:left,rfw:asian:fold08:pair052,left,Asian,8,4852,True
rfw:asian:fold08:pair052:right,rfw:asian:fold08:pair052,right,Asian,8,4852,True
rfw:asian:fold08:pair053:left,rfw:asian:fold08:pair053,left,Asian,8,4853,True
rfw:asian:fold08:pair053:right,rfw:asian:fold08:pair053,right,Asian,8,4853,True
rfw:asian:fold08:pair054:left,rfw:asian:fold08:pair054,left,Asian,8,4854,True
rfw:asian:fold08:pair054:right,rfw:asian:fold08:pair054,right,Asian,8,4854,True
rfw:asian:fold08:pair055:left,rfw:asian:fold08:pair055,left,Asian,8,4855,True
rfw:asian:fold08:pair055:right,rfw:asian:fold08:pair055,right,Asian,8,4855,True
rfw:asian:fold08:pair056:left,rfw:asian:fold08:pair056,left,Asian,8,4856,True
rfw:asian:fold08:pair056:right,rfw:asian:fold08:pair056,right,Asian,8,4856,True
rfw:asian:fold08:pair057:left,rfw:asian:fold08:pair057,left,Asian,8,4857,True
rfw:asian:fold08:pair057:right,rfw:asian:fold08:pair057,right,Asian,8,4857,True
rfw:asian:fold08:pair058:left,rfw:asian:fold08:pair058,left,Asian,8,4858,True
rfw:asian:fold08:pair058:right,rfw:asian:fold08:pair058,right,Asian,8,4858,True
rfw:asian:fold08:pair059:left,rfw:asian:fold08:pair059,left,Asian,8,4859,True
rfw:asian:fold08:pair059:right,rfw:asian:fold08:pair059,right,Asian,8,4859,True
rfw:asian:fold08:pair060:left,rfw:asian:fold08:pair060,left,Asian,8,4860,True
rfw:asian:fold08:pair060:right,rfw:asian:fold08:pair060,right,Asian,8,4860,True
rfw:asian:fold08:pair061:left,rfw:asian:fold08:pair061,left,Asian,8,4861,True
rfw:asian:fold08:pair061:right,rfw:asian:fold08:pair061,right,Asian,8,4861,True
rfw:asian:fold08:pair062:left,rfw:asian:fold08:pair062,left,Asian,8,4862,True
rfw:asian:fold08:pair062:right,rfw:asian:fold08:pair062,right,Asian,8,4862,True
rfw:asian:fold08:pair063:left,rfw:asian:fold08:pair063,left,Asian,8,4863,True
rfw:asian:fold08:pair063:right,rfw:asian:fold08:pair063,right,Asian,8,4863,True
rfw:asian:fold08:pair064:left,rfw:asian:fold08:pair064,left,Asian,8,4864,True
rfw:asian:fold08:pair064:right,rfw:asian:fold08:pair064,right,Asian,8,4864,True
rfw:asian:fold08:pair065:left,rfw:asian:fold08:pair065,left,Asian,8,4865,True
rfw:asian:fold08:pair065:right,rfw:asian:fold08:pair065,right,Asian,8,4865,True
rfw:asian:fold08:pair066:left,rfw:asian:fold08:pair066,left,Asian,8,4866,True
rfw:asian:fold08:pair066:right,rfw:asian:fold08:pair066,right,Asian,8,4866,True
rfw:asian:fold08:pair067:left,rfw:asian:fold08:pair067,left,Asian,8,4867,True
rfw:asian:fold08:pair067:right,rfw:asian:fold08:pair067,right,Asian,8,4867,True
rfw:asian:fold08:pair068:left,rfw:asian:fold08:pair068,left,Asian,8,4868,True
rfw:asian:fold08:pair068:right,rfw:asian:fold08:pair068,right,Asian,8,4868,True
rfw:asian:fold08:pair069:left,rfw:asian:fold08:pair069,left,Asian,8,4869,True
rfw:asian:fold08:pair069:right,rfw:asian:fold08:pair069,right,Asian,8,4869,True
rfw:asian:fold08:pair070:left,rfw:asian:fold08:pair070,left,Asian,8,4870,True
rfw:asian:fold08:pair070:right,rfw:asian:fold08:pair070,right,Asian,8,4870,True
rfw:asian:fold08:pair071:left,rfw:asian:fold08:pair071,left,Asian,8,4871,True
rfw:asian:fold08:pair071:right,rfw:asian:fold08:pair071,right,Asian,8,4871,True
rfw:asian:fold08:pair072:left,rfw:asian:fold08:pair072,left,Asian,8,4872,True
rfw:asian:fold08:pair072:right,rfw:asian:fold08:pair072,right,Asian,8,4872,True
rfw:asian:fold08:pair073:left,rfw:asian:fold08:pair073,left,Asian,8,4873,True
rfw:asian:fold08:pair073:right,rfw:asian:fold08:pair073,right,Asian,8,4873,True
rfw:asian:fold08:pair074:left,rfw:asian:fold08:pair074,left,Asian,8,4874,True
rfw:asian:fold08:pair074:right,rfw:asian:fold08:pair074,right,Asian,8,4874,True
rfw:asian:fold08:pair075:left,rfw:asian:fold08:pair075,left,Asian,8,4875,True
rfw:asian:fold08:pair075:right,rfw:asian:fold08:pair075,right,Asian,8,4875,True
rfw:asian:fold08:pair076:left,rfw:asian:fold08:pair076,left,Asian,8,4876,True
rfw:asian:fold08:pair076:right,rfw:asian:fold08:pair076,right,Asian,8,4876,True
rfw:asian:fold08:pair077:left,rfw:asian:fold08:pair077,left,Asian,8,4877,True
rfw:asian:fold08:pair077:right,rfw:asian:fold08:pair077,right,Asian,8,4877,True
rfw:asian:fold08:pair078:left,rfw:asian:fold08:pair078,left,Asian,8,4878,True
rfw:asian:fold08:pair078:right,rfw:asian:fold08:pair078,right,Asian,8,4878,True
rfw:asian:fold08:pair079:left,rfw:asian:fold08:pair079,left,Asian,8,4879,True
rfw:asian:fold08:pair079:right,rfw:asian:fold08:pair079,right,Asian,8,4879,True
rfw:asian:fold08:pair080:left,rfw:asian:fold08:pair080,left,Asian,8,4880,True
rfw:asian:fold08:pair080:right,rfw:asian:fold08:pair080,right,Asian,8,4880,True
rfw:asian:fold08:pair081:left,rfw:asian:fold08:pair081,left,Asian,8,4881,True
rfw:asian:fold08:pair081:right,rfw:asian:fold08:pair081,right,Asian,8,4881,True
rfw:asian:fold08:pair082:left,rfw:asian:fold08:pair082,left,Asian,8,4882,True
rfw:asian:fold08:pair082:right,rfw:asian:fold08:pair082,right,Asian,8,4882,True
rfw:asian:fold08:pair083:left,rfw:asian:fold08:pair083,left,Asian,8,4883,True
rfw:asian:fold08:pair083:right,rfw:asian:fold08:pair083,right,Asian,8,4883,True
rfw:asian:fold08:pair084:left,rfw:asian:fold08:pair084,left,Asian,8,4884,True
rfw:asian:fold08:pair084:right,rfw:asian:fold08:pair084,right,Asian,8,4884,True
rfw:asian:fold08:pair085:left,rfw:asian:fold08:pair085,left,Asian,8,4885,True
rfw:asian:fold08:pair085:right,rfw:asian:fold08:pair085,right,Asian,8,4885,True
rfw:asian:fold08:pair086:left,rfw:asian:fold08:pair086,left,Asian,8,4886,True
rfw:asian:fold08:pair086:right,rfw:asian:fold08:pair086,right,Asian,8,4886,True
rfw:asian:fold08:pair087:left,rfw:asian:fold08:pair087,left,Asian,8,4887,True
rfw:asian:fold08:pair087:right,rfw:asian:fold08:pair087,right,Asian,8,4887,True
rfw:asian:fold08:pair088:left,rfw:asian:fold08:pair088,left,Asian,8,4888,True
rfw:asian:fold08:pair088:right,rfw:asian:fold08:pair088,right,Asian,8,4888,True
rfw:asian:fold08:pair089:left,rfw:asian:fold08:pair089,left,Asian,8,4889,True
rfw:asian:fold08:pair089:right,rfw:asian:fold08:pair089,right,Asian,8,4889,True
rfw:asian:fold08:pair090:left,rfw:asian:fold08:pair090,left,Asian,8,4890,True
rfw:asian:fold08:pair090:right,rfw:asian:fold08:pair090,right,Asian,8,4890,True
rfw:asian:fold08:pair091:left,rfw:asian:fold08:pair091,left,Asian,8,4891,True
rfw:asian:fold08:pair091:right,rfw:asian:fold08:pair091,right,Asian,8,4891,True
rfw:asian:fold08:pair092:left,rfw:asian:fold08:pair092,left,Asian,8,4892,True
rfw:asian:fold08:pair092:right,rfw:asian:fold08:pair092,right,Asian,8,4892,True
rfw:asian:fold08:pair093:left,rfw:asian:fold08:pair093,left,Asian,8,4893,True
rfw:asian:fold08:pair093:right,rfw:asian:fold08:pair093,right,Asian,8,4893,True
rfw:asian:fold08:pair094:left,rfw:asian:fold08:pair094,left,Asian,8,4894,True
rfw:asian:fold08:pair094:right,rfw:asian:fold08:pair094,right,Asian,8,4894,True
rfw:asian:fold08:pair095:left,rfw:asian:fold08:pair095,left,Asian,8,4895,True
rfw:asian:fold08:pair095:right,rfw:asian:fold08:pair095,right,Asian,8,4895,True
rfw:asian:fold08:pair096:left,rfw:asian:fold08:pair096,left,Asian,8,4896,True
rfw:asian:fold08:pair096:right,rfw:asian:fold08:pair096,right,Asian,8,4896,True
rfw:asian:fold08:pair097:left,rfw:asian:fold08:pair097,left,Asian,8,4897,True
rfw:asian:fold08:pair097:right,rfw:asian:fold08:pair097,right,Asian,8,4897,True
rfw:asian:fold08:pair098:left,rfw:asian:fold08:pair098,left,Asian,8,4898,True
rfw:asian:fold08:pair098:right,rfw:asian:fold08:pair098,right,Asian,8,4898,True
rfw:asian:fold08:pair099:left,rfw:asian:fold08:pair099,left,Asian,8,4899,True
rfw:asian:fold08:pair099:right,rfw:asian:fold08:pair099,right,Asian,8,4899,True
rfw:asian:fold08:pair100:left,rfw:asian:fold08:pair100,left,Asian,8,4900,True
rfw:asian:fold08:pair100:right,rfw:asian:fold08:pair100,right,Asian,8,4900,True
rfw:asian:fold08:pair101:left,rfw:asian:fold08:pair101,left,Asian,8,4901,True
rfw:asian:fold08:pair101:right,rfw:asian:fold08:pair101,right,Asian,8,4901,True
rfw:asian:fold08:pair102:left,rfw:asian:fold08:pair102,left,Asian,8,4902,True
rfw:asian:fold08:pair102:right,rfw:asian:fold08:pair102,right,Asian,8,4902,True
rfw:asian:fold08:pair103:left,rfw:asian:fold08:pair103,left,Asian,8,4903,True
rfw:asian:fold08:pair103:right,rfw:asian:fold08:pair103,right,Asian,8,4903,True
rfw:asian:fold08:pair104:left,rfw:asian:fold08:pair104,left,Asian,8,4904,True
rfw:asian:fold08:pair104:right,rfw:asian:fold08:pair104,right,Asian,8,4904,True
rfw:asian:fold08:pair105:left,rfw:asian:fold08:pair105,left,Asian,8,4905,True
rfw:asian:fold08:pair105:right,rfw:asian:fold08:pair105,right,Asian,8,4905,True
rfw:asian:fold08:pair106:left,rfw:asian:fold08:pair106,left,Asian,8,4906,True
rfw:asian:fold08:pair106:right,rfw:asian:fold08:pair106,right,Asian,8,4906,True
rfw:asian:fold08:pair107:left,rfw:asian:fold08:pair107,left,Asian,8,4907,True
rfw:asian:fold08:pair107:right,rfw:asian:fold08:pair107,right,Asian,8,4907,True
rfw:asian:fold08:pair108:left,rfw:asian:fold08:pair108,left,Asian,8,4908,True
rfw:asian:fold08:pair108:right,rfw:asian:fold08:pair108,right,Asian,8,4908,True
rfw:asian:fold08:pair109:left,rfw:asian:fold08:pair109,left,Asian,8,4909,True
rfw:asian:fold08:pair109:right,rfw:asian:fold08:pair109,right,Asian,8,4909,True
rfw:asian:fold08:pair110:left,rfw:asian:fold08:pair110,left,Asian,8,4910,True
rfw:asian:fold08:pair110:right,rfw:asian:fold08:pair110,right,Asian,8,4910,True
